CODCURSO,NOMBRECURSO,DEPARTAMENTO,MATRICULADOS,PREMATRICULADOS,CICLO
AM0035,Principios de Teledetección y aplicaciones ambientales,Departamento de Ingeniería Ambiental,19,14,2021 - 1
AM0020,Seminarios en Ingenieria Ambiental,Departamento de Ingeniería Ambiental,12,8,2021 - 1
AM0046,Mitigación y Adaptación al Cambio Climático,Departamento de Ingeniería Ambiental,6,5,2021 - 1
CI0001,Introducción a la Ingeniería Civil,Departamento de Civil,34,17,2021 - 1
QI0029,Química Avanzada,Departamento de Química,13,9,2021 - 1
EG2001,Cálculo II,Dirección de Ciencias,42,42,2014 - 0
EG4001,Inglés III ,Dirección de Humanidades Artes y Ciencias Sociales,80,80,2014 - 1
ME5001,Termodinámica ,Departamento de Mecánica,88,88,2014 - 1
EG5003,Antropología,Dirección de Humanidades Artes y Ciencias Sociales,34,34,2014 - 1
QI2001,Química Inorgánica,Departamento de Química,13,13,2014 - 1
IN5001,Distribución de plantas y manejo de materiales,Departamento de Industrial,40,40,2014 - 1
ME5003,Transferencia de Calor y Masa,Departamento de Mecánica,8,8,2014 - 1
EG2005,Arte y Tecnología,Dirección de Humanidades Artes y Ciencias Sociales,20,20,2014 - 1
EL5003,Electrónica de Potencia,Departamento de Electrónica,15,15,2014 - 1
ME5003,Transferencia de Calor y Masa,Departamento de Mecánica,10,10,2014 - 2
EG6002,Taller de arte y tecnología IV,Dirección de Humanidades Artes y Ciencias Sociales,54,54,2014 - 2
EG6001,Gerencia Financiera y de Costos,Dirección de Humanidades Artes y Ciencias Sociales,61,61,2014 - 2
EG3001,Ecuaciones Diferenciales,Departamento de Ciencias,58,58,2014 - 2
QI2001,Química Inorgánica,Departamento de Química,25,25,2014 - 2
ME6005,Máquinas térmicas - EN ,Departamento de Mecánica,7,7,2014 - 2
EL5002,Análisis de Señales y Sistemas,Departamento de Electrónica,11,11,2014 - 2
EL5003,Electrónica de Potencia,Departamento de Electrónica,8,8,2014 - 2
ME4002,Elementos de Máquinas ,Departamento de Mecánica,17,17,2014 - 2
QI4001,Fisicoquímica,Departamento de Química,7,7,2014 - 2
EG3001,Ecuaciones Diferenciales,Departamento de Ciencias,23,23,2015 - 0
EG5001,Inglés IV,Dirección de Humanidades Artes y Ciencias Sociales,13,13,2015 - 0
IN2001,Fundamentos de Programación,Departamento de Industrial,5,5,2015 - 0
EG4002,Taller de Arte y Tecnología II,Dirección de Humanidades Artes y Ciencias Sociales,5,5,2015 - 0
EG2005,Arte y Tecnología,Dirección de Humanidades Artes y Ciencias Sociales,186,186,2013 - 2
IN2001,Fundamentos de Programación,Departamento de Industrial,24,24,2013 - 2
eg1001.,Cálculo I.,Dirección de Ciencias,46,46,2013 - 2
IN3001,Investigación de Operaciones I,Departamento de Industrial,8,8,2013 - 2
QI1002,Transformaciones Químicas de la Materia,Departamento de Química,46,46,2013 - 1
IN3001,Investigación de Operaciones I,Departamento de Industrial,50,50,2013 - 1
EN3003,Ingeniería Eléctrica I,Departamento de Energía,12,12,2013 - 1
GG2000,Cálculo II.,Dirección de Ciencias,44,44,2013 - 0
MM1200,Procesos de Manufactura.,Departamento de Mecánica,67,67,2012 - 2
SE1200,Instalaciones Eléctricas.,Departamento de Energía,128,128,2012 - 2
GG1002,Física General I,Departamento de Mecánica,25,25,2012 - 2
GG1000,Matemática Básica,Departamento de Industrial,224,224,2012 - 1
GG1002,Física General I,Departamento de Mecánica,224,224,2012 - 1
MM1200,Procesos de Manufactura.,Departamento de Mecánica,147,147,2012 - 1
EG3002,Procesos Históricos y Económicos del Perú y del Mundo Contemporáneo,Dirección de Humanidades Artes y Ciencias Sociales,167,167,2015 - 1
EN3001,Electricidad y Magnetismo,Departamento de Ciencias,134,134,2015 - 1
EG6003,Gestión de la Calidad,Dirección de Humanidades Artes y Ciencias Sociales,64,64,2015 - 1
QI7003,Ingeniería ambiental,Departamento de Química,33,33,2015 - 1
EG6001,Gerencia Financiera y de Costos,Dirección de Humanidades Artes y Ciencias Sociales,16,16,2015 - 1
EN7001,Taller de Innovación y Proyectos - EN,Departamento de Energía,6,6,2015 - 1
ME5002,Resistencia de materiales ,Departamento de Mecánica,20,20,2015 - 1
ME6005,Máquinas térmicas - EN ,Departamento de Mecánica,2,2,2015 - 1
IN8002,Metodología Six Sigma,Departamento de Industrial,34,34,2015 - 2
ME6003,Sistemas hidráulicos y neumáticos ,Departamento de Mecánica,16,16,2015 - 2
EL0007,Procesamiento de Imágenes Digitales,Departamento de Electrónica,3,3,2015 - 2
EN8001,Práctica II - EN,Departamento de Energía,4,4,2015 - 2
ME7003,Ingeniería del mantenimiento ,Departamento de Mecánica,5,5,2015 - 2
QI0012,Gestión ambiental,Departamento de Química,6,6,2015 - 2
QI6003,Fenómenos de Transporte,Departamento de Química,2,2,2015 - 2
ME8003,Equipos de manipulación y almacenamiento,Departamento de Mecánica,5,5,2015 - 2
ME0007,Equipos y maquinaria minera,Departamento de Mecánica,5,5,2015 - 2
GH2002,Comunicación Oral y Escrita II,Dirección de Humanidades Artes y Ciencias Sociales,93,93,2016 - 1
CC1003,Química General,Departamento de Química,394,394,2016 - 1
GHN002,Ingles 0,Dirección de Humanidades Artes y Ciencias Sociales,118,118,2016 - 1
GH6003,Taller de Proyectos de Ingeniería III,Dirección de Humanidades Artes y Ciencias Sociales,44,44,2016 - 1
IN6007,Logística y Gestión de la Cadena de Suministros,Departamento de Industrial,17,17,2016 - 1
GH4004,Taller de Proyectos de Ingeniería II,Dirección de Humanidades Artes y Ciencias Sociales,60,60,2016 - 1
EG5003,Antropología,Dirección de Humanidades Artes y Ciencias Sociales,90,90,2016 - 1
CCN001,Matemáticas 0,Departamento de Ciencias,68,68,2016 - 1
IN0017,Diseño y Manufactura Asistida por Computadora,Departamento de Industrial,17,17,2016 - 1
IN0020,Gestión de Sistemas de Calidad y Manufactura Esbelta,Departamento de Industrial,17,17,2016 - 1
ME0008,Gestión de Equipos y Maquinarias,Departamento de Mecánica,5,5,2016 - 1
EL4002,Modelado y Simulación,Departamento de Electrónica,20,20,2016 - 0
EG2004,Inglés I,Dirección de Humanidades Artes y Ciencias Sociales,15,15,2016 - 0
QI9002,Operaciones de Separación,Departamento de Química,4,4,2016 - 1
EL0037,Robótica,Departamento de Electrónica,3,3,2016 - 1
EG4003,Estadística y Probabilidades ,Departamento de Ciencias,354,354,2016 - 2
EG6001,Gerencia Financiera y de Costos,Dirección de Humanidades Artes y Ciencias Sociales,109,109,2016 - 2
IN0051,Inventory Management,Departamento de Industrial,20,20,2016 - 2
EL6004,Introducción a Sistemas Embebidos,Departamento de Electrónica,8,8,2016 - 2
EN4003,Ingeniería del Petróleo,Departamento de Energía,18,18,2016 - 2
ME5003,Transferencia de Calor y Masa,Departamento de Mecánica,20,20,2016 - 2
EL7005,Control de procesos,Departamento de Electrónica,5,5,2016 - 2
IN5006,Diseño para Manufactura,Departamento de Industrial,13,13,2016 - 2
QI5002,Química Analítica,Departamento de Química,5,5,2016 - 2
EN7004,Química y Física del Medio Ambiente,Departamento de Energía,3,3,2016 - 2
QI8003,Operaciones de Separación,Departamento de Química,7,7,2016 - 2
EL0045,Introducción a las Redes de Computadoras,Departamento de Electrónica,3,3,2016 - 2
EG4003,Estadística y Probabilidades ,Departamento de Ciencias,40,40,2017 - 0
GH4002,Inglés III,Dirección de Humanidades Artes y Ciencias Sociales,21,21,2017 - 0
ME4006,Ciencia de los Materiales,Departamento de Mecánica,33,33,2017 - 0
GH0005,Laboratorio de Comunicación 1,Dirección de Humanidades Artes y Ciencias Sociales,488,488,2017 - 1
EN0025,Planificación y Economía de la Energía,Departamento de Energía,5,5,2017 - 1
GH0010,Ética y tecnología,Dirección de Humanidades Artes y Ciencias Sociales,221,221,2017 - 1
IN8005,Lean Six Sigma,Departamento de Industrial,24,24,2017 - 1
EL4003,Circuitos Digitales,Departamento de Electrónica,40,40,2017 - 1
IN4006,Metodologías de Innovación,Departamento de Industrial,112,112,2017 - 1
IN0054,Estadística y Probabilidades,Departamento de Ciencias,199,199,2017 - 1
EL7006,Instrumentación industrial,Departamento de Electrónica,8,8,2017 - 1
ME0026,Diseño de Sistemas Mecánicos,Departamento de Mecánica,7,7,2017 - 1
EN7003,Máquinas Térmicas,Departamento de Energía,9,9,2017 - 1
CS1102,Programación orientada a objetos I,Departamento de Ciencias,45,45,2017 - 1
QI2001,Química Inorgánica,Departamento de Química,11,11,2017 - 1
GH0005,Laboratorio de Comunicación 1,Dirección de Humanidades Artes y Ciencias Sociales,236,236,2017 - 2
EL0062,MEMS,Departamento de Electrónica,2,2,2017 - 1
IN6008,Tecnologías y Procesos de Fabricación,Departamento de Industrial,9,9,2017 - 1
QI6003,Fenómenos de Transporte,Departamento de Química,9,9,2017 - 1
QI0001,Tesis en Ingeniería Química II,Departamento de Química,4,4,2017 - 2
IN4004,Modelos Probabilisticos: Simulación y Optimización,Departamento de Industrial,27,27,2017 - 2
EL5002,Análisis de Señales y Sistemas,Departamento de Electrónica,28,28,2017 - 2
GH0009,Perú: ¿País Industrial?,Dirección de Humanidades Artes y Ciencias Sociales,198,198,2017 - 2
GH0016,Liderazgo y negociación,Dirección de Gestión,39,39,2017 - 2
QI5002,Química Analítica,Departamento de Química,3,3,2017 - 2
IN6009,Desarrollo y Validación de Productos,Departamento de Industrial,30,30,2017 - 2
ME0026,Diseño de Sistemas Mecánicos,Departamento de Mecánica,20,20,2017 - 2
ME0014,Mineralurgía,Departamento de Mecánica,8,8,2017 - 2
IN0057,Seguridad y Salud Ocupacional,Departamento de Industrial,48,48,2017 - 2
EL8005,Redes industriales,Departamento de Electrónica,7,7,2017 - 2
EN7003,Máquinas Térmicas,Departamento de Energía,24,24,2017 - 2
GH0013,Crítica de la Modernidad,Dirección de Humanidades Artes y Ciencias Sociales,45,45,2017 - 2
EN0021,Física II,Departamento de Ciencias,251,251,2017 - 2
ME0004,Tesis en Ingeniería Mecánica II,Departamento de Mecánica,5,5,2017 - 2
QI0039,Mecánica de Fluidos,Departamento de Química,10,10,2017 - 2
CS1D02,Estructuras Discretas II,Departamento de Computer Science,53,53,2017 - 2
AM0001,Introducción a la Ingeniería Ambiental,Departamento de Ingeniería Ambiental,19,19,2017 - 2
EN8004,Auditoría y Eficiencia Energética,Departamento de Energía,3,3,2017 - 2
EL0071,Tesis en ECE II,Departamento de Electrónica,3,3,2017 - 2
ME0023,Dibujo y Diseño para Ingeniería,Departamento de Mecánica,20,20,2018 - 0
QI0032,Análisis de Procesos Químicos,Departamento de Química,28,28,2018 - 1
IN4006,Metodologías de Innovación,Departamento de Industrial,24,30,2018 - 1
GH0016,Liderazgo y negociación,Dirección de Gestión,60,78,2018 - 1
ME0025,Diseño de Elementos de Máquinas,Departamento de Mecánica,20,16,2018 - 1
IN0059,Diseño de Experimentos y Control Estadístico de Procesos,Departamento de Industrial,65,13,2018 - 1
EL6006,Electrónica de Potencia,Departamento de Electrónica,15,14,2018 - 1
EN5002,Ingeniería del Gas Natural,Departamento de Energía,24,12,2018 - 1
IN0002,Tesis en Ingeniería Industrial II,Departamento de Industrial,19,17,2018 - 1
GH0013,Crítica de la Modernidad,Dirección de Humanidades Artes y Ciencias Sociales,15,19,2018 - 1
ME0009,Análisis de Falla y Toma de Decisiones,Departamento de Mecánica,11,10,2018 - 1
GH0009,Perú: ¿País Industrial?,Dirección de Humanidades Artes y Ciencias Sociales,256,112,2018 - 1
CS1103,Programación orientada a objetos II,Departamento de Computer Science,53,32,2018 - 1
CS2201,Arquitectura de computadoras,Departamento de Computer Science,38,24,2018 - 1
GH0019,Emprendedores en Acción,Dirección de Humanidades Artes y Ciencias Sociales,12,20,2018 - 1
EN4003,Ingeniería del Petróleo,Departamento de Energía,15,11,2018 - 1
EN0028,Tesis en Ingeniería de la Energía II,Departamento de Energía,5,5,2018 - 1
EG0005,Matemáticas II,Departamento de Ciencias,340,321,2018 - 2
CS1102,Programación orientada a objetos I,Departamento de Ciencias,516,471,2018 - 2
AM0037,Ciencia de los Materiales,Departamento de Ciencias,400,366,2018 - 2
EN7003,Máquinas Térmicas,Departamento de Energía,37,31,2018 - 2
ME0025,Diseño de Elementos de Máquinas,Departamento de Mecánica,30,28,2018 - 2
ME0001,Introducción a la Ingeniería de Minas,Departamento de Mecánica,18,12,2018 - 2
ME0026,Diseño de Sistemas Mecánicos,Departamento de Mecánica,18,14,2018 - 2
EL4003,Circuitos Digitales,Departamento de Electrónica,45,53,2018 - 2
ME3003,Estática,Departamento de Mecánica,89,49,2018 - 2
CS2B01,Desarrollo basado en plataformas,Departamento de Computer Science,29,19,2018 - 2
IN8006,Análisis y Diseño de Sistemas de Manufactura y Servicios,Departamento de Industrial,8,6,2018 - 2
QI9001,Tesis en Ingeniería Química I,Departamento de Química,7,2,2018 - 2
EL0078,Técnicas en Redes IP,Departamento de Electrónica,8,7,2018 - 2
QI0029,Química Avanzada,Departamento de Química,7,4,2018 - 2
GH0005,Laboratorio de Comunicación 1,Dirección de Humanidades Artes y Ciencias Sociales,25,25,2019 - 0
EG0006,Matemáticas III,Departamento de Ciencias,214,145,2019 - 1
IN0082,Planeamiento de la Demanda,Departamento de Industrial,26,24,2019 - 1
EL0071,Tesis en ECE II,Departamento de Electrónica,9,13,2019 - 1
AM0001,Introducción a la Ingeniería Ambiental,Departamento de Ingeniería Ambiental,55,47,2019 - 1
EG0011,Proyecto Interdisciplinario IV,Departamento de Industrial,11,13,2019 - 1
QI9001,Tesis en Ingeniería Química I,Departamento de Química,11,9,2019 - 1
EG0007,Proyecto Interdisciplinario I,Jefatura de Proyectos Académicos,316,260,2019 - 1
IN0057,Seguridad y Salud Ocupacional,Departamento de Industrial,180,161,2019 - 1
IN0061,Investigación de Operaciones II: Modelos Probabilísticos,Departamento de Industrial,45,32,2019 - 1
AM0007,Ingenieria de residuos sólidos y gestión,Departamento de Ingeniería Ambiental,10,12,2019 - 1
EN0037,Desarrollo de Proyectos Energéticos,Departamento de Energía,16,1,2019 - 1
IN4006,Metodologías de Innovación,Departamento de Industrial,14,14,2019 - 1
MT0006,Fundamentos de Robótica,Departamento de Mecatrónica,6,6,2019 - 1
EL4003,Circuitos Digitales,Departamento de Electrónica,58,59,2019 - 1
EN3004,Ingeniería Eléctrica,Departamento de Energía,17,9,2019 - 1
EG0005,Matemáticas II,Departamento de Ciencias,203,219,2019 - 2
CS2101,Teoría de la computación,Departamento de Computer Science,45,30,2019 - 2
CS2701,Base de datos I,Departamento de Computer Science,42,30,2019 - 2
AM0010,Geologia General,Departamento de Ingeniería Ambiental,24,12,2019 - 2
IN0067,Sistemas de Información para Operaciones,Departamento de Industrial,12,4,2019 - 2
EL0071,Tesis en ECE II,Departamento de Electrónica,12,7,2019 - 2
EN0027,Tesis en Ingenieria de la Energía I,Departamento de Energía,8,5,2019 - 2
GH0017,Introducción al Quechua,Dirección de Humanidades Artes y Ciencias Sociales,35,56,2019 - 2
GH0016,Liderazgo y negociación,Dirección de Gestión,92,80,2019 - 2
IN0059,Diseño de Experimentos y Control Estadístico de Procesos,Departamento de Industrial,45,44,2019 - 2
ME6006,Mecánica de Materiales,Departamento de Mecánica,71,54,2019 - 2
GH0023,Business Communication,Dirección de Humanidades Artes y Ciencias Sociales,95,82,2019 - 2
EN0015,Ingeniería de reservorios,Departamento de Energía,18,13,2019 - 2
EL0070,Tesis en ECE I,Departamento de Electrónica,10,8,2019 - 2
EG0009,Proyecto Interdisciplinario III,Jefatura de Proyectos Académicos,213,193,2019 - 2
IN0081,Modelado y Simulación de Procesos de Negocio,Departamento de Industrial,23,21,2019 - 2
AM0004,Ecología y Recursos Naturales,Departamento de Ingeniería Ambiental,16,14,2019 - 2
EL7005,Control de procesos,Departamento de Electrónica,23,24,2019 - 2
GH0033,Discapacidad: Los Retos de la Inclusión,Dirección de Humanidades Artes y Ciencias Sociales,40,20,2019 - 2
EL4001,Circuitos Analógicos,Departamento de Electrónica,21,16,2019 - 2
EN4003,Ingeniería del Petróleo,Departamento de Energía,27,22,2019 - 2
EN0028,Tesis en Ingeniería de la Energía II,Departamento de Energía,8,5,2019 - 2
IN0033,Instrumentación y Control de Procesos,Departamento de Química,12,6,2019 - 2
CI0001,Introducción a la Ingeniería Civil,Departamento de Civil,40,26,2019 - 2
MT0017,Tópicos de Ingeniería Mecatrónica,Departamento de Mecatrónica,7,6,2019 - 2
EGN001,Ciencias 0,Jefatura de Procesos Académicos de Admisión,98,98,2019 - 2
MT0008,Diseño de sistemas mecatrónicos,Departamento de Mecatrónica,7,7,2019 - 2
IN0075,Diseño y Gestión de Servicios,Departamento de Industrial,11,12,2019 - 2
QI9001,Tesis en Ingeniería Química I,Departamento de Química,6,4,2019 - 2
EN3004,Ingeniería Eléctrica,Departamento de Energía,17,12,2019 - 2
IN0077,Gestión de Compras y Mercados Electrónicos,Departamento de Industrial,20,20,2019 - 2
QI0003,Mineralogía Aplicada,Departamento de Química,2,8,2019 - 2
ME0023,Dibujo y Diseño para Ingeniería,Departamento de Mecánica,45,45,2020 - 0
GH0025,English for STEAM,Dirección de Humanidades Artes y Ciencias Sociales,69,69,2020 - 0
GH0005,Laboratorio de Comunicación 1,Dirección de Humanidades Artes y Ciencias Sociales,600,37,2020 - 1
CS2100,Algoritmos y Estructura de datos,Departamento de Computer Science,39,35,2020 - 1
GH0009,Perú: ¿País Industrial?,Dirección de Humanidades Artes y Ciencias Sociales,173,123,2020 - 1
IN0002,Tesis en Ingeniería Industrial II,Departamento de Industrial,31,24,2020 - 1
QI0037,Diseño de Procesos Químicos,Departamento de Química,9,9,2020 - 1
QI0041,Diseño de Reactores Químicos II,Departamento de Química,5,3,2020 - 1
QI0003,Mineralogía Aplicada,Departamento de Química,21,21,2020 - 1
IN0077,Gestión de Compras y Mercados Electrónicos,Departamento de Industrial,25,20,2020 - 1
ME0027,Ingeniería de Mantenimiento,Departamento de Mecánica,45,26,2020 - 1
GH0023,Business Communication,Dirección de Humanidades Artes y Ciencias Sociales,91,113,2020 - 1
MT0003,Sistemas Hidráulicos y Neumáticos,Departamento de Mecatrónica,32,16,2020 - 1
EL6004,Introducción a Sistemas Embebidos,Departamento de Electrónica,36,44,2020 - 1
